"prod_id","prod_cd","prod_desc","prod_level8_desc","prod_level7_desc","prod_level6_desc","prod_level5_desc","prod_level4_desc","prod_level3_desc","prod_level2_desc","prod_level1_desc","prod_level0_desc"
"6235","H80","WCGS-I","","","Others","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6212","H56","ASM AL AIMAN SCH II-I","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5791","C25","MAXIHOME FLEXIOD","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6468","IVGC","ISLAMIC GIC REVERSED REPO","","","","","Reverse REPO","Investments","Assets","On Balance Sheet","All Product"
"6777","Q25","FGS-RFSMI","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5467","301","AMEX PLATINUM GENERIC","","Platinum","Amex","Charge Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6897","S27","GTFS-P-I (IJARAH)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6813","QARD_DP","RPSIA - MUDHARABAH INTERBANK BORROWING","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"6243","H88","INDUS3COMM WORKING CAP I-I","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5549","65_OD","SAGS","","","CGC","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6740","PROS","PROJEK USAHAWAN BUMI DLM BIDANG PERUNCIT","","","","","","Government Aided Fund","Liabilities","On Balance Sheet","All Product"
"6237","H82","AG PERSONAL FINANCING-I","","","Salary","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5543","62_OD","REDRAW RC","","","Other Mortgage Loan","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6788","Q36","SMALLBIZ EXPRESS","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6691","OFCF_140","ISLAMIC ONSHORE FOREIGN CURRENCY FINANCING","","","","Foreign Currency Loan","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"5896","DTMC","DEPOSIT TAKEN;MONEY MARKET CALL/NOTICE","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"390257","D24","TABUNG USAHAWAN KECIL (HAWKERS)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5377","134_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6868","RPSIA_LN","RESTRICTED PROFIT SHARING INV_LN","","","","","","Interbank Placement","Assets","On Balance Sheet","All Product"
"390284","J3","SAHAMKU PLUS","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6264","HDBS_HWAIFMYR","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6498","L62","STAFF ASB2 FINANCING-I","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5753","BD","BLOCK DISCOUNTING","","","","Block Discounting","Auto","Loans And Advances","Assets","On Balance Sheet","All Product"
"390158","CCA_77_12000","REINSTATEMENT OD","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5848","D001_CASH","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5871","D26","SPECIAL LOW COST HOUSING (SLCHP)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7070","W48","BB TERAJU OPT 2 FINANCING-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390253","D14","TBG PEMULIHAN PRJ T/KALAI (TPPT)","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6384","IP51_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6626","MIM_MAMCIF2","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6012","E91","KL INDUSTRY FUND","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5398","144_OD","SME TERAJU FIN-I","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5663","AMB_AMBUTF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5305","104_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6361","IP23_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6981","T3","ISLAMIC RFSMI","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6323","IFD","ISLAMIC FD","","","","","Term Deposits","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6748","PRUDENTIAL_PRUGBF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6271","HDBS_HWFMI8","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6893","S23","GTFS-P-I (MTF)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6544","M33","CO-OPERATIVE","","","Salary","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6750","PRUDENTIAL_PRUWAFI","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6901","S30","SMALLBIZ EXPRESS-I MM","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5385","138_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5789","C23","MPLS-EPF RING FENCE FACILITY","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5684","B1","BUSINESS PLUS","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5932","E11","ASB LOAN SCHEME C","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5390","140_OD","CON FIN-SUPPLY/SVC","","","CGC","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6300","IBMF","MUDHARABAH INTERBANK INVESTMENT TAKEN","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"6784","Q32","SME ASSISTANCE FACILITY","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5528","56_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5257","038","AMEX KRISFLYER GOLD","","Gold","Amex","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5461","28_OD","FSMI","","","BNM","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6994","T8","NEF2-I","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5840","CMBS","CAGAMAS MORTGAGE BACK SECURITIES","","Fixed","Bonds","Cagamas","Securities","Investments","Assets","On Balance Sheet","All Product"
"390246","B75","MAXIPLAN II MOR","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5228","010","MASTER CARD CORPORATE","","Others","Master","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6582","MBB_DBS575PERP","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6485","L13","MM SEC HF-I (COMM RATE)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6456","ISLC","ISLAMIC STANDBY LETTER OF CREDIT","","","","","Standby LC","Bank Guarantee","Trade","Off Balance Sheet","All Product"
"6109","G21","< 100K BNM HOPE (HL-COMM)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5362","128_OD","MAXIPLAN I DSR","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390305","158_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6735","PHEIM_PHECBF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6405","IP74_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6060","FLOAT","FLOAT","","","","","","Float","Forex","Off Balance Sheet","All Product"
"6201","H46","HOUSE REFIN - I (PERSONAL INVEST)","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7038","W11","DSF-CONTRACT FIN PACKAGE-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6363","IP25_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6107","G2","HOUSING LOAN (SEMI-COMMERCIAL)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5564","711","PERSONAL FINANCING-I","","Other Personal Loan - Cards","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5726","B50","SME CLEAN LOAN","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6584","MBB_DMFRNID","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5875","D45","SLCHP BNM HOPE","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390179","QP12_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"7051","W28","MAXIPLAN-I WC III","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390192","W54","SERVICES SECTOR GUARANTEE SCHEME-I (SSGS-I)","","","Others","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6866","RPSIAFC_LN","RPSIAFN - INTERBANK PLACEMENT (FOREIGN)","","","","","","Interbank Placement","Assets","On Balance Sheet","All Product"
"5793","C27","MAXIHOME FLEXIOD REFINANCING","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390263","G29","STAFF AFFORDABLE QUALITY HL (G)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5865","D020_CASH","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6222","H65","SHLS - I BNM HOPE","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5770","BNM_MBHAH","BNM NOTES MURABAHAH","","","Notes / Bills","Bnm","Securities","Investments","Assets","On Balance Sheet","All Product"
"5806","C4","CORP CLIENTS","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6910","S39","SHELL DEALERS-FGS-FSMI2-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6355","IP13_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5884","DEVP","M.DEVP FINANCIAL INST (MFI) BOND","","Fixed","Bonds","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"5484","38_SMF","Not Applicable","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5728","B57","PERODUA VENDOR FINANCING","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6256","HDBS_AHWDIVAAUD","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5928","E036_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5785","C19","HOUSE EXTRA","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5263","03_SHPHSE","OD","","","Shophouse","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6319","IFCS_GOVF","ISLAMIC FC SEC-FOREIGN GOVT","","","Bonds","Foreign Currency","Securities","Investments","Assets","On Balance Sheet","All Product"
"6409","IP78_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5894","DPON","MYR OVERNIGHT PLACEMENT FIXED RATE","","","","","","Interbank Placement","Assets","On Balance Sheet","All Product"
"6094","FXMG","FX MALAYSIA GOVERNMENT","","","Bonds","Foreign Currency","Securities","Investments","Assets","On Balance Sheet","All Product"
"6494","L5","< 100K BNM HOPE-I (HF SEMI)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6281","HDBS_HWSGDIFMYR","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5442","23_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390261","D36","SEGS BUMI (SMALL ENTREPRENEUR GUARANTEE SCHEME BUMI)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5255","035","MAYBANKARD 2 VISA GOLD","","Gold","Visa","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6819","R11","PROSPER (GUARANTEE SCHEME FOR BUMIPUTERA RETAIL BUSINESS)","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5503","45_OD","PROF BUSS CR LINE","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5278","074","MANCHESTER UNITED VISA PREPAID","","","","","Prepaid","Cards","Liabilities","On Balance Sheet","All Product"
"6376","IP42_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"7053","W3","SPP1M-I (CAPITALISED PROFIT)","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6307","ICP-CPN","ICP-CPN","","","Notes / Bills","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"6014","E93","KL AGGRESSIVE GROWTH FUND","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6906","S35","SME EXPRESS-I IJARAH","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6077","FRTD","FRTD-I - FIXED RATE TERM DEPOSIT","","","","","Term Deposits","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6317","IFCS_CORPF","ISLAMIC FC SEC FOREIGN CORPORATE","","","Bonds","Foreign Currency","Securities","Investments","Assets","On Balance Sheet","All Product"
"6805","Q51","EMES-SME PG","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7034","V5","CM MAS STANDARD FINANCING-I","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390266","T38","SME MICRO FINANCING-I","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6081","FRTL_140","FLOATING RATE TERM LOAN","","","","","FI","Interbank Placement","Assets","On Balance Sheet","All Product"
"6879","S10","FGS-NEF2-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5705","B3","FACTORY PLUS","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5852","D005_CASH","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6088","FUT-ON","FUTURES - OVERNIGHT","","","","","Overnight","Futures","Derivatives","Off Balance Sheet","All Product"
"5497","42_OD","FGS","","","CGC","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6891","S21","GTFS-P-I (MM)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5692","B18","COLLATERAL MGMT ARRANGEMENT","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5917","E021_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5751","BA_OWN_220","BANKERS ACCEPTENCE-OWN","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"5387","139_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"7097","Z1_OTHLNS","SAFE TERM LOAN","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5993","E74","ASN SCH I - 7%","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6523","M17","AMANAH SAHAM SARAWAK SCH III","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6677","NET","NET ACCOUNT-I","","","","","Current Account","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6298","IBG-FINCL","ISLAMIC CUST LIAB-FINANCIAL GUARANTEE","","","","","Financial","Bank Guarantee","Trade","Off Balance Sheet","All Product"
"6826","R18","EXIM OVERSEAS GTEE FACILITY","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6460","ISPO","IFX SPOT DEAL","","","","","","Spot","Forex","Off Balance Sheet","All Product"
"6262","HDBS_AHWFXMIF1","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6115","G27","STAFF MY FIRST HOME SCH(CGS)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5480","36_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5600","87_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6315","IFCM","FC MUDHARABAH LOCAL NON BANK DEPOSIT","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"5446","25_SMF","Not Applicable","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5936","E15","ASN LOAN SCHEME B","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5987","E68","ASB SCHEME - PTNAS (PETRONAS)","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5240","022","VISA IKHWAN GOLD","","Gold","Visa","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5627","98_OD","SALARY ADVANCE","","","","Personal","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5703","B28","WCGS","","","Others","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5421","18_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6395","IP63_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6149","H12_MORT","PERSONAL FINANCING-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6092","FXGV","FX FOREIGN GOVERNMENT","","","Bonds","Foreign Currency","Securities","Investments","Assets","On Balance Sheet","All Product"
"6374","IP40_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6071","FRAT","FORWARD RATE AGREEMENT TAKEN (MM/FX)","","","","","","Forward Rate Agreement","Derivatives","Off Balance Sheet","All Product"
"5354","124_OD","DSF-PEUGEOT DEALER","","","","Others","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6313","IFCD_C","ISLAMIC FC NON BANK DEPOSIT","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"6853","R5","TBG PEMULIHAN USAHAWAN (TPU)","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5619","94_OD","PETRONAS D/L-FGS-FSMI2","","","CGC","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5930","E1","MAYBANK GOLD CARD CREDIT (MGCL)","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6367","IP32_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"390240","B58","RECEIVABLE FINANCING","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5339","118_OD","FSMI2 SME PBF","","","BNM","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5678","AMINVEST_AMLEISURE","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5730","B61","SME PBF CLEAN","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5358","126_OD","DSF-MAZDA DEALER","","","","Others","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6504","LC","LETTER OF CREDIT (SIGHT & USANCE)","","","","","","Letter Of Credit","Trade","Off Balance Sheet","All Product"
"7007","TA_TASEA","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5269","04_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6746","PRUDENTIAL_PRUDEF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6664","N7","DIRECT HP WITH RECOURSE","","","","Hire Purchase","Auto","Loans And Advances","Assets","On Balance Sheet","All Product"
"6069","FRA","FORWARD RATE AGREEMENT","","","","","","Forward Rate Agreement","Derivatives","Off Balance Sheet","All Product"
"6288","HLG_HLGSTF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5817","C50","8.85% FIXED RATE H/LOAN","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6380","IP46_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5295","101","AMEX GREEN GENERIC","","Green","Amex","Charge Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5261","03_OTHLNS","OD","","","","Others","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6174","H29","PENSIONER FINANCING-I","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5764","BNMNF","BNM NOTES FLOATING RATE","","","Notes / Bills","Bnm","Securities","Investments","Assets","On Balance Sheet","All Product"
"390137","HDBS_HWFMI4","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6591","MBB_GARUDA2020","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5652","AMB_AMBDTF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5960","E39","BHLB - PHGF (PACIFIC HIGH G/FUND)","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6580","MBB_CRAFRNID7S","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6870","RRBP","BA PURCHASED REVERSED REPO-MM PLACED FIX","","","","","Reverse REPO","Investments","Assets","On Balance Sheet","All Product"
"7085","YIP","SAFE - YIPPE","","","","","Savings","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"5945","E24","ASM","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5890","DPLF","MYR LONG TERM PLACEMENT FIXED RATE","","","","","","Interbank Placement","Assets","On Balance Sheet","All Product"
"5545","63_OD","SAF","","","CGC","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6220","H63","HL PRIORITY LENDING-I UP TO 180K","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390259","D33","PROSPER (GUARANTEE SCHEME FOR BUMIPUTERA RETAIL BUSINESS)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6996","TARGET_FWD","TARGET FORWARD","","","","","FX","Option","Derivatives","Off Balance Sheet","All Product"
"390139","MBB_DBSSP0222","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5320","111","ESSO CARD","","","Others","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6563","MANULIFE_MLBPF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5922","E026_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"390175","W22","MAXIPLAN-I I MOR","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6601","MBB_MASD","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6031","FBEP","FOREIGN BILL OF EXCHANGE","","","","Bills Negotiation","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"6588","MBB_DMFRNID5","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5522","53_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6887","S18","GTFS-U-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6393","IP61_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5642","ABS","CORPORATE BONDS","","","Bonds","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"390160","NET_77_12000","REINSTATEMENT OD","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6119","G31","STAFF DIBS HOUSING LOAN","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6292","IABS","ISLAMIC CORPORATE BONDS","","","Bonds","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"5709","B33","INDUS3COMM II MOR","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7013","U3","ASB-I ONE","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6029","ESO2_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6521","M15","ASB FIXED RATE LONG TERM LOAN","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6780","Q28","ENHANCER SCH","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5714","B38","INDUS3COMM WORKING CAP III","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5335","116_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"7005","TA_TAIF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6427","IPCM","INTERBANK PLACEMENT COMMODITY MURABAHAH","","","","","","Interbank Placement","Assets","On Balance Sheet","All Product"
"6454","ISFXSWAP","ISLAMIC FX SWAP","","","","","","Swap","Forex","Off Balance Sheet","All Product"
"5686","B12","PROFESSIONAL BUSINESS LOAN","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
